custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,id
44,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,186
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,no,NA,187
49,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,188
40,admin.,married,university.degree,no,yes,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,189
21,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,190
46,admin.,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,191
45,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,192
NA,blue-collar,married,high.school,unknown,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,no,NA,193
35,services,married,basic.9y,no,yes,yes,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,194
NA,services,single,high.school,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,no,NA,195
50,services,married,high.school,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,196
NA,blue-collar,married,NA,unknown,unknown,unknown,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,197
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,198
39,admin.,married,NA,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999,0,no,NA,199
57,services,divorced,NA,unknown,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no,NA,200
42,blue-collar,married,unknown,no,no,no,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,201
30,technician,single,university.degree,no,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,202
NA,technician,married,professional.course,no,yes,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,203
24,services,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,no,NA,204
56,retired,divorced,NA,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,205
36,self-employed,single,NA,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,206
40,management,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,207
37,admin.,single,university.degree,no,no,no,cellular,aug,wed,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,208
38,technician,single,professional.course,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,209
NA,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,210
NA,admin.,single,university.degree,no,no,no,cellular,aug,NA,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,211
42,blue-collar,divorced,NA,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,212
NA,services,single,high.school,no,yes,no,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,213
37,admin.,married,university.degree,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,no,NA,214
43,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,215
48,blue-collar,divorced,NA,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,1,no,NA,216
49,admin.,single,university.degree,unknown,yes,no,telephone,jun,NA,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,217
59,self-employed,married,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,218
NA,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,999,4,no,NA,219
39,admin.,married,professional.course,no,yes,no,telephone,may,NA,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,220
70,admin.,married,basic.4y,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0.1,4,no,NA,221
NA,entrepreneur,married,unknown,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,222
NA,blue-collar,married,basic.9y,unknown,no,no,telephone,may,NA,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,223
26,technician,single,professional.course,no,no,no,telephone,oct,mon,1,16,1,success,-1.1,94.601,-49.5,0.977,4963.6,0.533333333,2,no,NA,224
25,self-employed,single,unknown,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,999,5,no,NA,225
44,technician,married,professional.course,no,no,no,cellular,aug,wed,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,226
50,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,7,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,227
30,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.88,4963.6,999,1,no,NA,228
39,admin.,married,NA,unknown,yes,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,229
52,technician,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,230
NA,technician,married,professional.course,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,999,0,no,NA,231
36,admin.,single,university.degree,no,yes,yes,telephone,jul,NA,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,232
NA,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,233
35,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,1,no,NA,234
NA,technician,married,NA,no,no,no,telephone,jul,wed,15,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,235
28,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,999,0,no,NA,236
39,services,divorced,NA,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,237
22,blue-collar,single,NA,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,238
40,technician,married,university.degree,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,239
40,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,240
31,blue-collar,single,NA,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,241
37,technician,single,NA,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,242
49,technician,married,NA,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40,0.699,5008.7,999,2,no,NA,243
NA,admin.,married,high.school,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,5,no,NA,244
31,services,married,high.school,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,245
26,student,single,high.school,no,no,no,telephone,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,246
33,management,single,university.degree,no,yes,no,telephone,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,247
59,retired,married,NA,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,no,NA,248
24,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,249
30,blue-collar,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,999,0,no,NA,250
NA,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,no,NA,251
47,blue-collar,divorced,NA,no,no,no,cellular,may,thu,8,6,2,failure,-1.8,92.893,-46.2,1.266,5099.1,0.2,2,no,NA,252
32,technician,married,NA,no,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,253
46,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,254
32,admin.,single,NA,no,yes,no,cellular,jul,thu,2,15,1,success,-1.7,94.215,-40.3,0.846,4991.6,0.5,1,no,NA,255
42,management,married,NA,no,no,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,256
26,admin.,single,high.school,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,no,NA,257
31,technician,divorced,high.school,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,258
27,admin.,single,NA,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,259
46,admin.,married,professional.course,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,260
NA,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,no,NA,261
NA,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,no,NA,262
NA,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,263
25,technician,divorced,NA,no,yes,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,264
41,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,265
NA,admin.,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,266
NA,admin.,married,high.school,no,no,yes,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,267
37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,268
49,management,married,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,no,NA,269
36,blue-collar,married,NA,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,270
29,technician,married,NA,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,999,1,no,NA,271
NA,services,married,unknown,no,yes,no,telephone,jun,NA,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,272
37,blue-collar,married,professional.course,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,273
54,management,married,university.degree,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,274
34,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,275
55,admin.,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,276
NA,management,married,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,277
50,management,married,university.degree,no,yes,no,cellular,oct,fri,2,999,0,nonexistent,-1.1,94.601,-49.5,0.942,4963.6,999,0,no,NA,278
NA,admin.,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,279
36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,280
19,student,single,NA,no,yes,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no,NA,281
33,management,married,NA,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,282
46,technician,married,unknown,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,283
49,unemployed,single,NA,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,284
54,blue-collar,married,university.degree,unknown,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,285
NA,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,1,no,NA,286
49,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,287
36,services,married,NA,no,yes,yes,telephone,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,288
38,management,single,NA,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,289
57,services,married,NA,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,290
41,admin.,single,university.degree,no,yes,yes,telephone,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,291
35,management,married,university.degree,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,292
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,293
NA,self-employed,married,basic.9y,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,294
26,student,single,NA,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,295
55,blue-collar,divorced,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,296
NA,entrepreneur,married,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,297
35,admin.,single,NA,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,no,NA,298
43,entrepreneur,married,professional.course,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,299
27,admin.,married,university.degree,no,unknown,unknown,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,999,3,no,NA,300
34,technician,married,NA,no,yes,yes,cellular,nov,thu,7,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,301
38,management,married,professional.course,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,302
27,blue-collar,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,303
NA,technician,married,professional.course,no,no,yes,cellular,apr,NA,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,304
NA,blue-collar,married,NA,unknown,yes,no,cellular,may,NA,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,305
33,services,married,high.school,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,no,NA,306
72,retired,divorced,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,999,0,no,NA,307
38,blue-collar,single,NA,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no,NA,308
35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,309
NA,blue-collar,married,NA,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,310
38,technician,married,university.degree,no,yes,no,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,311
57,retired,married,unknown,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,312
53,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,313
44,entrepreneur,married,university.degree,no,no,yes,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,2,no,NA,314
32,admin.,married,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,315
29,admin.,single,NA,no,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,316
49,services,married,high.school,unknown,yes,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,317
41,blue-collar,married,basic.6y,unknown,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,318
31,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,8,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,319
38,technician,divorced,NA,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,320
40,admin.,married,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,321
31,technician,married,high.school,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999,0,no,NA,322
40,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,323
NA,blue-collar,single,NA,no,no,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,324
36,services,divorced,university.degree,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,325
NA,admin.,married,basic.6y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,999,0,no,NA,326
31,services,single,high.school,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,327
NA,services,divorced,high.school,no,no,no,cellular,jul,NA,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,328
NA,technician,married,basic.9y,unknown,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,329
NA,blue-collar,married,NA,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no,NA,330
NA,technician,divorced,NA,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,331
41,technician,married,professional.course,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,332
31,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,333
37,admin.,married,university.degree,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,334
NA,technician,married,NA,no,no,yes,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,335
35,technician,married,university.degree,no,yes,yes,cellular,sep,thu,3,999,0,nonexistent,-3.4,92.379,-29.8,0.743,5017.5,999,0,no,NA,336
NA,admin.,divorced,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,5,no,NA,337
NA,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,338
53,technician,married,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,339
48,admin.,single,high.school,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,340
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no,NA,341
55,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,342
26,admin.,single,NA,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,343
33,admin.,single,NA,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,344
32,technician,married,NA,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,345
41,services,married,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,346
NA,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,347
39,technician,married,NA,no,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,348
42,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,349
28,admin.,single,NA,no,no,no,cellular,oct,NA,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,999,0,no,NA,350
NA,housemaid,married,NA,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,351
44,management,single,university.degree,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,4,no,NA,352
NA,admin.,single,university.degree,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,353
55,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,no,NA,354
43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,355
NA,entrepreneur,married,NA,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,356
43,technician,divorced,professional.course,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,357
31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,358
NA,management,single,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,359
